Name,Language,IMDb Rating,Running Time,Year of Release,Viewer_age,Type
Hangover : A Mistake of Last Peg,Kannada,7.1,1 h 39 min,2019,13+,Movie
Challenge Ramudu,Telugu,None,2 h 19 min,1980,NR,Movie
Shakthi,Telugu,6.4,2 h 23 min,2019,All,Movie
Koondukkili,Tamil,7.6,1 h 44 min,1994,NR,Movie
iParty,English,None,47min,2020,13+,Movie
The Taking of Tiger Mountain,English,6.4,2 h 17 min,2014,18+,Movie
Zid,Hindi,4.4,2 h 8 min,2014,18+,Movie
Ethiopia By Tuk tuk,English,None,1 h 27 min,2019,13+,Movie
Nermai,Tamil,None,2 h 30 min,1985,All,Movie
The Long Flight of the Phoenix,English,None,49min,2020,13+,Movie
Patel Sir,Telugu,5.6,2 h 9 min,2017,13+,Movie
Guess Who’s Coming to Dinner,English,None,1 h 48 min,None,7+,Movie
Madmast Barkhaa,Hindi,3.6,1 h 42 min,2015,NR,Movie
Bobby,Malayalam,7,2 h 20 min,2017,NR,Movie
Spark: A Space Tail,English,4.5,1 h 28 min,2017,7+,Movie
Kuch Tum Kaho Kuch Hum Kahein,Hindi,5.6,2 h 52 min,2002,All,Movie
Inception,Hindi,8.8,2 h 28 min,2010,13+,Movie
Stripper,English,5.9,1 h 30 min,1986,18+,Movie
Jugni Yaaran Di,Punjabi,4.9,1 h 55 mins,2019,13+,Movie
Marettimo,English,None,24min,2020,13+,Movie
Just Let Go,English,6.8,1 h 46 min,2015,16+,Movie
Dracula Sir,Bengali,7.2,2 h 5 min,2020,13+,Movie
Party,Hindi,None,1 h 52 min,1984,NR,Movie
Drive Angry,Hindi,5.4,1 h 40 min,2011,18+,Movie
Fresh Dressed,English,6.6,1 h 22 min,2015,18+,Movie
Young @ Heart,English,None,1 h 43 min,2007,13+,Movie
Journey 2: The Mysterious Island,Hindi,5.8,1 h 34 min,2012,All,Movie
Mantra Shakti - Telugu,Telugu,None,1 h 57 min,2002,NR,Movie
Bhuvana Sundari Katha,Telugu,5.5,2 h 35 min,None,NR,Movie
Lift,Bengali,None,20min,2018,13+,Movie
Man on a Ledge,English,6.6,1 h 42 min,2012,13+,Movie
Slovo House,English,8.1,1 h 21 min,2020,13+,Movie
The Nest of the Cuckoo Birds,English,5.2,1 h 22 min,None,NR,Movie
Jab Jab Phool Khile,Hindi,7,2 h 24 min,None,All,Movie
Al Mallu,Malayalam,4.1,2 h 8 min,2020,All,Movie
Upstream Color,English,6.7,1 h 36 min,2013,13+,Movie
Desh Re Joya Dada Pardesh Joya,Gujarati,7.4,2 h 44 min,1998,All,Movie
Rush Hour 2,Hindi,6.6,1 h 30 min,2001,18+,Movie
Adhipathi,Telugu,5.4,2 h 31 min,2001,NR,Movie
Bangaru Bullodu,Telugu,5.7,2 h 33 min,1993,All,Movie
Is the Village Dying?,English,None,49min,2020,13+,Movie
Paattinte Palazhy,Malayalam,4.4,2 h 10 min,2010,All,Movie
Oohalu Gusagusalade,Telugu,7.7,2 h 11 min,2014,All,Movie
Deck the Halls,English,5,1 h 32 min,2006,13+,Movie
Aithe 2.0,Telugu,None,2 h 2 min,2018,18+,Movie
Fera Feri Hera Pheri,Gujarati,7.4,2 h 23 min,2018,13+,Movie
Sagar Sangame,Bengali,None,1 h 43 min,2017,13+,Movie
Lechmi,Malayalam,4.9,2 h 29 min,2017,18+,Movie
Anthony Kaun Hai,Hindi,5.2,2 h 2 min,2006,13+,Movie
A Call to Spy,Hindi,6.3,2 h 4 min,2020,16+,Movie
Astro Boy,English,6.3,1 h 33 min,2009,7+,Movie
How The Earth Became Round,English,None,1h,2019,13+,Movie
Danga,Bengali,None,2 h 27 min,1994,NR,Movie
Utsargo,Bengali,None,1 h 31 min,1983,NR,Movie
Born To Race : Fast Track,Hindi,5.3,1 h 37 min,2014,16+,Movie
Mantra Shakti - Bengali,Bengali,None,1 h 43 min,None,NR,Movie
Kempe Gowda,Kannada,7.1,2 h 20 min,2011,NR,Movie
The Prince and Me,English,5.9,1 h 50 min,2004,7+,Movie
Har Har Byomkesh,Bengali,6.8,1 h 53 min,2017,13+,Movie
Dilliwala Rajakumaran,Malayalam,5.9,1 h 48 min,1996,NR,Movie
Bombhaat,Telugu,6.4,2 h 12 min,2020,16+,Movie
Sudhu Tomaree Pratiksha,Bengali,None,1 h 46 min,2018,13+,Movie
Sadhuram 2,Tamil,6.8,1 h 32 min,2016,13+,Movie
Chakra,Bengali,8.7,2 h 2 min,2006,NR,Movie
Just a Sigh,English,6.4,1 h 40 min,2013,7+,Movie
Priyuralu Pilichindi,Telugu,None,2 h 37 min,2000,All,Movie
Nil Battey Sannata,Hindi,8.3,1 h 44 min,2016,NR,Movie
Goraay Gondogol,Bengali,None,2 h 34 min,2018,13+,Movie
The Raid: Redemption,Telugu,7.6,1 h 37 min,2012,18+,Movie
Final Destination 5,Telugu,5.8,1 h 31 min,2011,18+,Movie
Skaters & Thieves,English,None,23min,2020,13+,Movie
The Courier,Tamil,4.8,1 h 39 min,2019,18+,Movie
Daredevil,English,5.3,1 h 43 min,2003,18+,Movie
It Felt Like Love,English,5.7,1 h 22 min,2013,NR,Movie
High School 2,Telugu,5.4,1 h 45 min,2011,NR,Movie
Surya,Bengali,5.7,2 h 21 min,2017,13+,Movie
The Closed Door,Hindi,None,1 h 51 min,2014,NR,Movie
Boss,Bengali,None,2 h 17 min,2019,13+,Movie
Journey,Kannada,6.3,2h,2011,NR,Movie
Dora And The Lost City Of Gold,English,6.1,1 h 42 min,2019,7+,Movie
Royal Bengal Rahasya,Bengali,7.2,1 h 47 min,2017,13+,Movie
Taraana,Hindi,None,1 h 51 min,1979,NR,Movie
Mantra – Sounds of Silence,English,None,57min,2019,13+,Movie
Yogi,Kannada,None,2 h 22 min,2009,13+,Movie
Ubiquity,English,6.6,55min,2020,13+,Movie
Superman Returns,Tamil,6,2 h 34 min,2006,All,Movie
Hashi Khushi Club,Bengali,None,1 h 55 min,2009,All,Movie
Chokher Bali,Bengali,7,2 h 29 min,2003,13+,Movie
Clash Of The Titans,English,5.8,1 h 46 min,2010,13+,Movie
Jhoothi Shaan,Hindi,5.2,2 h 19 min,1991,NR,Movie
Khabardar,Marathi,6.9,2 h 30 mins,2005,All,Movie
Hero No. 1,Hindi,6.1,2 h 10 min,1997,NR,Movie
Churchill,English,6.1,1 h 44 min,2017,16+,Movie
Thaai Pirandhaal,Tamil,None,2 h 18 min,1974,NR,Movie
Marte Dam Tak,Hindi,4.8,2 h 5 min,1987,All,Movie
Bade Miyan Chote Miyan,Hindi,None,2 h 18 min,1988,NR,Movie
Abhoyer Biye,Bengali,6.2,2 h 7 min,2017,13+,Movie
Anhonee,Hindi,7.2,2 h 7 min,1972,All,Movie
Sullu,Malayalam,6.6,1 h 42 min,2019,All,Movie
City Of Gold - Mumbai 1982,Hindi,6.8,2 h 24 min,2010,13+,Movie
Devdas,Bengali,7.6,2 h 20 min,2005,All,Movie
Odeya,Kannada,4.4,2 h 42 min,2019,13+,Movie
Bal Ganesh Part II,Hindi,6.8,1 h 13 min,2009,All,Movie
The White Haired Witch Of Lunar Kingdom,Hindi,5.4,1 h 39 min,2016,13+,Movie
Khud-Daar,Hindi,6.9,2 h 43 min,1982,All,Movie
Naach Nagini Naach Re,Bengali,5.7,2 h 37 min,2017,13+,Movie
Contract To Kill,Tamil,3.4,1 h 28 min,2016,13+,Movie
And Soon the Darkness,English,5.2,1 h 31 min,2010,18+,Movie
Shakti,Telugu,None,2 h 48 min,2011,18+,Movie
Fogo,English,None,1 h 1 min,2012,NR,Movie
Oram Po,Tamil,6.7,1 h 49 min,2007,All,Movie
Raja Babu,Bengali,6.3,2 h 45 min,2017,13+,Movie
Dharani Mandala Madhyadolage,Kannada,7.5,2 h 26 min,1983,NR,Movie
Shakthi Yukthi,Kannada,None,1 h 42 min,1992,NR,Movie
Guru Dakshina,Bengali,7.2,2 h 26 min,2017,13+,Movie
Rojulu Marayi (New),Telugu,5.8,2 h 11 min,2016,13+,Movie
Black and Blue,English,6.4,1 h 47 min,2019,18+,Movie
The Warrior's Way,English,6.3,1 h 36 min,2010,18+,Movie
Navri Mile Navryala,Marathi,7.6,2 h 22 mins,1984,All,Movie
Suhaagan,Hindi,6.1,2 h 24 min,1986,All,Movie
Lovers,Telugu,None,2 h 2 min,2014,13+,Movie
Chitralahari,Telugu,7.1,1 h 59 min,2019,All,Movie
Art of Darkness,English,3.2,1 h 25 min,2020,13+,Movie
Bobbili Dora,Telugu,None,2 h 3 min,1997,NR,Movie
6 - 5  2,Hindi,4.2,1 h 43 min,2014,13+,Movie
Tahaan,Hindi,7.1,1 h 34 min,2008,All,Movie
Premalayam,Telugu,None,3 h 4 min,1994,All,Movie
Aatishbaazi Ishq,Punjabi,5.4,2 h 25 mins,2016,13+,Movie
Resident Evil: Extinction,English,6.3,1 h 34 min,2007,18+,Movie
Harry Potter and the Chamber of Secrets,English,7.4,2 h 40 min,2002,All,Movie
Aanandam,Malayalam,7.2,1 h 58 min,2016,All,Movie
Kaiyethum Doorath,Malayalam,3.4,2 h 26 min,2002,NR,Movie
Talaash - The Hunt Begins,Hindi,4.7,2 h 32 min,2003,13+,Movie
Cappuccino,Marathi,5.4,2 h 2 mins,2014,All,Movie
Western Stars,English,7.5,1 h 23 min,2019,13+,Movie
Enakku 20 Unakku 18,Tamil,5.3,2 h 37 min,2003,13+,Movie
Waqt,Hindi,7.8,2 h 12 min,None,All,Movie
Sawaal,Kannada,6.1,1 h 58 min,2014,NR,Movie
Fighting Is From The Sea,English,None,1 h 26 min,2020,13+,Movie
Born To Race : Fast Track,Marathi,5.3,1 h 37 mins,2014,16+,Movie
The Lodge,Telugu,6.1,1 h 48 min,2020,18+,Movie
Aase Abhilashe,Kannada,None,1 h 31 min,2000,NR,Movie
Driven to Kill,English,5.1,1 h 38 min,2009,18+,Movie
Jagadeka Veeruni Katha,Telugu,7.8,2 h 52 min,None,All,Movie
Antim Swash Sundar,Bengali,5.7,1 h 43 min,2010,NR,Movie
Badlapur,Hindi,7.4,2 h 14 min,2015,NR,Movie
"An American Girl Story: Summer Camp, Friends For Life [Ultra HD]",English,6.4,32min,2017,All,Movie
Dreams,Tamil,5.5,2 h 29 min,2004,13+,Movie
Lucy,English,6.4,1 h 29 min,2014,18+,Movie
Kurra Chestalu,Telugu,None,2 h 26 min,1994,NR,Movie
Pita Putra,Bengali,None,2 h 9 min,None,NR,Movie
10 Kalpanakal,Malayalam,5.8,2 h 3 min,2016,13+,Movie
The Trip to Bountiful,English,7.5,1 h 47 min,1985,7+,Movie
Humraaz,Hindi,6.4,2 h 46 min,2002,13+,Movie
Dead Drop,Hindi,None,1 h 26 min,2013,NR,Movie
Sathi Amaar Bondhu Amar,Bengali,None,2 h 14 min,2017,13+,Movie
Varaprasadham,Tamil,None,2 h 27 min,1976,NR,Movie
The Little Traitor,English,7,1 h 29 min,2009,13+,Movie
Bad Boys,Hindi,6.9,1 h 58 min,1995,13+,Movie
Aadi Lakshmi Puraana,Kannada,6.4,2 h 1 min,2019,13+,Movie
Royal Deceit,English,5.6,1 h 47 min,1994,18+,Movie
GIRGITLE,Kannada,6.4,2 h 26 min,2019,18+,Movie
Overcomer,English,6.7,1 h 59 min,2019,7+,Movie
Desaadanam,Malayalam,7.2,2 h 10 min,1996,All,Movie
Blue Moon,Kannada,7.7,1 h 49 min,2013,NR,Movie
Kala Bazaar,Hindi,5.5,2 h 24 min,1989,All,Movie
Debdoot,Bengali,None,2 h 31 min,2017,13+,Movie
Bojhena Shey Bojhena,Bengali,7.6,2 h 20 min,2018,13+,Movie
Raja Rishi Viswamithrudu,Telugu,None,2 h 24 min,1985,NR,Movie
Men in Black,Hindi,7.3,1 h 37 min,1997,13+,Movie
Vinci Da,Bengali,7.3,1 h 53 min,2019,16+,Movie
Benedictine Monastery in Abu Ghosh,English,None,26min,2020,13+,Movie
The Upside,English,7,2 h 5 min,2019,16+,Movie
Aakhri Deal,Hindi,None,1 h 39 min,2013,NR,Movie
Noni Gopaler Biye,Bengali,None,2 h 2 min,1973,NR,Movie
Kelor Kirti,Bengali,4.2,2 h 33 min,2017,13+,Movie
Fidaa,Bengali,4.9,2 h 26 min,2018,13+,Movie
War (Hindi),Hindi,6.5,2 h 31 min,2019,13+,Movie
Anveshanam,Malayalam,6,1 h 39 min,2020,All,Movie
The Defender,Bengali,4.9,1 h 27 min,2004,18+,Movie
PlayMe Burlesque,English,5.8,50min,2019,13+,Movie
Kareeb,Hindi,6.5,2 h 28 min,1998,All,Movie
Sex and Broadcasting,English,6.8,1 h 18 min,2014,NR,Movie
Middle Class Melodies,Telugu,7.7,2 h 15 min,2020,16+,Movie
Arcadia,English,None,1 h 31 min,2012,16+,Movie
Ji Chahta Hai,Hindi,5.9,1 h 39 min,None,NR,Movie
Don't Breathe,English,7.1,1 h 28 min,2016,18+,Movie
Appudala Ippudila,Telugu,None,2 h 11 min,2016,All,Movie
Banglar Bodhu,Bengali,None,2 h 39 min,1998,NR,Movie
Oru Maravathoor Kanavu,Malayalam,6.9,2 h 11 min,1998,All,Movie
Adimurai,Kannada,5.7,2 h 20 min,2020,All,Movie
Second Best,English,6.8,1 h 45 min,1994,13+,Movie
Yaare Neenu Cheluve,Kannada,8,2 h 20 min,1998,13+,Movie
Ghawre Bairey Aaj,Bengali,6.3,2 h 13 min,2019,16+,Movie
The Incredible Hulk,Hindi,6.7,1 h 52 min,2008,13+,Movie
Onnum Mindatha Bharya,Malayalam,None,2 h 24 min,1984,NR,Movie
Anokha Milan,Hindi,6.3,2 h 5 min,1972,NR,Movie
Dekh Kemon Lage,Bengali,4.3,2 h 18 min,2018,13+,Movie
Australia on Fire,English,None,57min,2020,13+,Movie
Bermuda Tentacles ( English ),English,3.5,1 h 25 min,2014,All,Movie
Pathey Holo Deri,Bengali,7.8,2 h 5 min,None,NR,Movie
Amish Grace,English,7.1,1 h 28 min,2010,13+,Movie
Theeran Adhigaaram Ondru,Tamil,8.2,2 h 36 min,2017,13+,Movie
Thayiya Madilalli,Kannada,None,2 h 33 min,1981,NR,Movie
Harry Potter and the Deathly Hallows: Part 1,English,7.7,2 h 26 min,2010,13+,Movie
Winner,Tamil,6.3,2 h 25 min,2003,13+,Movie
Another 48 Hrs.,English,5.9,1 h 35 min,1990,18+,Movie
Aruvi,Tamil,8.5,2 h 10 min,2017,13+,Movie
Malibu Shark Attack,Telugu,3.2,1 h 26 min,2009,18+,Movie
Chakravarthy,Tamil,7,2 h 14 min,1995,NR,Movie
Phuntroo,Marathi,5.5,2 h 10 mins,2016,NR,Movie
Shah Jahan Regency,Bengali,6.5,2 h 33 min,2019,13+,Movie
Bakrid,Tamil,7.3,1 h 58 min,2019,All,Movie
Bindur Chheley,Bengali,None,1 h 49 min,1973,NR,Movie
Jumper,English,6.1,1 h 28 min,2008,13+,Movie
Aradhana,Hindi,7.6,2 h 38 min,None,All,Movie
Suraj,Hindi,6.7,2 h 42 min,None,All,Movie
Yevadu,Telugu,5.6,2 h 45 min,2014,13+,Movie
Badaltey Rishtey,Hindi,6.8,2 h 16 min,1978,All,Movie
Pata Nahi Rabb Kehdeyan Rangan Ch Raazi,Punjabi,6.5,2 h 33 mins,2012,All,Movie
Thudarkadha,Malayalam,6.5,2 h 21 min,1991,NR,Movie
"The Cat, the Reverend and the Slave",English,7.3,1 h 19 min,2009,NR,Movie
Mahanagar @ Kolkata,Bengali,None,1 h 37 min,2017,13+,Movie
Avane Srimannarayana,Kannada,7.9,3 h 3 min,2019,13+,Movie
Mortal Kombat Legends: Scorpion's Revenge,English,7.4,1 h 19 min,2020,18+,Movie
Vellai Pookal,Tamil,7.2,2h,2019,13+,Movie
Palace of Silents: The Silent Movie Theatre in Los Angeles,English,None,1 h 16 min,2010,NR,Movie
Hera Pheri,Hindi,8.2,2 h 13 min,2000,7+,Movie
Paarthale Paravasam,Tamil,5.4,2 h 26 min,2001,13+,Movie
Perumazhakkalam,Malayalam,7.1,1 h 51 min,2004,All,Movie
Mana Mecchida Madadi,Kannada,7.6,2 h 37 min,1963,NR,Movie
Dry Day,Hindi,None,6min,2017,All,Movie
Super Sketch,Telugu,6.8,1 h 59 min,2018,18+,Movie
Tasher Ghawr,Bengali,6,47min,2020,13+,Movie
Tyagi,Hindi,5.1,2 h 16 min,1992,All,Movie
Mumbai Matinee,Hindi,5.2,1 h 55 min,2003,13+,Movie
Imaikkaa Nodigal,Tamil,7.4,2 h 48 min,2018,16+,Movie
The Legend of Tarzan,Hindi,6.2,1 h 49 min,2016,13+,Movie
Pati Parameshwar,Bengali,4.6,2 h 11 min,2014,All,Movie
Chinna Chinna Tappulu,Telugu,None,1 h 10 min,2002,NR,Movie
Deewane,Hindi,4.7,2 h 40 min,2000,13+,Movie
Makalkku,Malayalam,6.7,1 h 32 min,2005,All,Movie
Preetivaatsalya,Kannada,None,2 h 22 min,1984,NR,Movie
Givenchy: A Star is Born,English,None,24min,2020,13+,Movie
Flight 192,English,5,1 h 25 min,2016,16+,Movie
Ta Ra Rum Pum,Hindi,5.6,2 h 35 min,2007,All,Movie
Anand,Hindi,8.4,1 h 56 min,1970,All,Movie
"Karl Lagerfeld, The Kaiser of Fashion",English,None,44min,2020,13+,Movie
Ente Ummante Peru,Malayalam,6.7,2 h 8 min,2018,13+,Movie
Rajoo Dada,Hindi,3.8,2 h 5 min,1992,NR,Movie
Birds of Prey,English,6.1,1 h 48 min,2020,18+,Movie
Dwelling in Travelling,English,None,1 h 7 min,2020,13+,Movie
Premaanuraagam,Telugu,None,2 h 49 min,1999,All,Movie
Rhythm,Tamil,7.5,2 h 21 min,2000,All,Movie
Red Dragon,English,7.2,2 h 4 min,2002,18+,Movie
Rajdanda,Bengali,None,2 h 12 min,2017,13+,Movie
Refugee,Bengali,4.9,2 h 35 min,2017,13+,Movie
Take One,Bengali,5.1,1 h 37 min,2014,NR,Movie
Pramukhan,Malayalam,None,2 h 3 min,2009,NR,Movie
Alexander The Great,Malayalam,5.8,2 h 24 min,2010,NR,Movie
Arishina Kumkuma - 1996,Kannada,None,2 h 38 min,1996,NR,Movie
Tejaswini - Kannada,Kannada,None,2 h 13 min,1996,NR,Movie
Thousand Oru Note Paranja Katha,Malayalam,2,2 h 9 min,2015,All,Movie
Saaho (Telugu),Telugu,5.2,2 h 49 min,2019,13+,Movie
Thallana,Kannada,6.6,1 h 49 min,2013,All,Movie
Adam Resurrected,English,6.3,1 h 46 min,2008,16+,Movie
Iniyum Kadha Thudarum,Malayalam,7,2 h 19 min,1985,NR,Movie
Adhikar - Bengali,Bengali,None,2 h 29 min,1992,NR,Movie
Men in Black II,English,6.2,1 h 28 min,2002,16+,Movie
Khwab,Hindi,6,2 h 13 min,1980,All,Movie
Chandramukhi,Telugu,7.1,1 h 22 min,1990,NR,Movie
Little Women,Telugu,7.8,2 h 14 min,2019,All,Movie
LIFE STORIES,English,None,57min,2020,13+,Movie
Bioscope,Marathi,5.8,2 h 11 mins,2015,13+,Movie
Ahankaar,Hindi,5.9,2 h 35 min,1995,All,Movie
Aflatoon,Hindi,4.6,2 h 27 min,1997,13+,Movie
Kaly,Malayalam,5.3,2 h 33 min,2018,All,Movie
Pail Te Sumbaran,Marathi,8,2 h 9 mins,2009,13+,Movie
Munthanai Mudichu,Tamil,6.9,2 h 30 min,1983,18+,Movie
Baap Numbri Beta Dus Numbri,Hindi,6,2 h 26 min,1990,13+,Movie
Gringo,Telugu,6.1,1 h 46 min,2018,16+,Movie
Asehi Ekada Vhave,Marathi,7,1 h 59 mins,2018,NR,Movie
Chhutti Jashe Chhakka,Gujarati,None,2 h 28 min,2018,13+,Movie
Laal Kuthi,Bengali,None,2 h 3 min,2017,13+,Movie
The Goldfinch,English,6.3,2 h 29 min,2019,18+,Movie
Bazzimaat,Bengali,5.6,2 h 38 min,2008,NR,Movie
Donnie Darko,English,8,1 h 53 min,2001,18+,Movie
Nuclear 2.0,English,None,48min,2020,13+,Movie
The Bag Man,English,5.2,1 h 44 min,2014,18+,Movie
Silencer,Malayalam,8.1,1 h 44 min,2020,All,Movie
"Spring Night, Summer Night",English,None,1 h 23 min,None,18+,Movie
The Smurfs 2,Tamil,5.3,1 h 44 min,2013,7+,Movie
Ghar Sansar,Bengali,None,2 h 33 min,1993,NR,Movie
Chambal,Kannada,7.4,1 h 49 min,2019,13+,Movie
Hello Brother,Hindi,4.7,2 h 8 min,1999,13+,Movie
Prince,Hindi,4.2,2 h 9 min,2010,13+,Movie
Sudhu Ekti Bachhar,Bengali,None,2 h 14 min,None,NR,Movie
Kodipunju,Telugu,None,2 h 17 min,2011,16+,Movie
Mumbhai Connection,Hindi,5.2,1 h 28 min,2014,NR,Movie
Wish You Happy Breakup,Telugu,7.4,1 h 45 min,2016,13+,Movie
Dumb and Dumber To,English,5.6,1 h 44 min,2014,18+,Movie
Minugurulu,Kannada,7.5,1 h 57 min,2014,13+,Movie
American Pie 2,English,6.4,1 h 44 min,2001,13+,Movie
A Dark Room,English,9.4,52min,2020,13+,Movie
Khajoor Pe Atke,Hindi,5.6,1 h 58 min,2018,NR,Movie
"Liar, Liar",English,6.9,1 h 26 min,1997,16+,Movie
Uriyadi,Tamil,8,1 h 30 min,2016,18+,Movie
Black Magic,English,None,1 h 45 min,None,13+,Movie
The Lift,English,4.6,1 h 10 min,2020,16+,Movie
Resident Evil: Apocalypse,English,6.2,1 h 33 min,2004,18+,Movie
Maryada Ramanna,Telugu,7.4,2 h 10 min,2010,All,Movie
Krishna Bhakta Sudama,Bengali,None,1 h 32 min,1988,NR,Movie
Mahanati (Malayalam),Malayalam,8.5,2 h 46 min,2018,All,Movie
Percy,English,6.7,2 h 3 min,1989,NR,Movie
Kavi,Bengali,6.9,2 h 4 min,None,NR,Movie
Legend Of Buddha,Hindi,6.6,1 h 27 min,2004,All,Movie
Luv Ka The End,Hindi,4.8,1 h 46 min,2011,13+,Movie
Waqt Ki Awaz,Hindi,6.3,2 h 36 min,1988,18+,Movie
Unhinged,Hindi,6,1 h 30 min,2020,18+,Movie
Sapnay,Hindi,7,2 h 22 min,1997,All,Movie
Kickboxer: Retaliation,English,5,1 h 50 min,2018,18+,Movie
Bhalobasa Bhalobasa,Bengali,7.1,2 h 19 min,2017,13+,Movie
Sri Sri Ramkrishna Kathamrita,Bengali,None,2 h 2 min,1982,NR,Movie
One Good Turn,English,5.2,1 h 28 min,1996,18+,Movie
The Incredible Hulk,English,6.7,1 h 52 min,2008,13+,Movie
Tommy,Telugu,6.6,1 h 45 min,2015,All,Movie
Megh Kalo,Bengali,7.2,1 h 49 min,None,NR,Movie
Amma Cheppindhi,Telugu,7.2,2 h 22 min,2006,13+,Movie
Salt and Fire,English,4.2,1 h 37 min,2017,16+,Movie
Shelter,English,6.5,50min,2019,13+,Movie
Welcome Back,Hindi,4.2,2 h 28 min,2015,NR,Movie
The Don,Malayalam,4.2,2 h 13 min,2006,18+,Movie
Anacondas: The Hunt for the Blood Orchid,Hindi,4.7,1 h 36 min,2004,16+,Movie
Baa Nanna Preethisu,Kannada,None,2 h 8 min,1992,NR,Movie
Aborto,Bengali,6,1 h 51 min,2018,13+,Movie
Karthikeya,Telugu,7.4,1 h 54 min,2014,13+,Movie
M Cream,Hindi,5.6,1 h 56 min,2014,18+,Movie
7 1/2 Phere - More Than A Wedding,Hindi,5.3,2 h 12 min,2005,All,Movie
Kotha Bangaru Lokam,Telugu,6.9,2 h 29 min,2008,All,Movie
Allari Police,Telugu,5.1,2 h 21 min,1994,NR,Movie
Nagordola,Bengali,7.5,2 h 24 min,2019,13+,Movie
Scenes from Allen’s Last Three Days on Earth as a Spirit,English,None,1 h 5 min,1997,NR,Movie
Agni Pariksha,Bengali,None,2 h 16 min,None,NR,Movie
Who Cares,English,5.3,1 h 19 min,2020,13+,Movie
Girlz,Marathi,4.3,2 h 14 mins,2019,13+,Movie
Jeepers Creepers 2,Tamil,5.6,1 h 44 min,2003,18+,Movie
Godzilla: King of The Monsters,Hindi,6,2 h 11 min,2019,16+,Movie
Kapoor & Sons,Hindi,7.7,2 h 17 min,2016,13+,Movie
Lafangey Parindey,Hindi,5.2,2 h 6 min,2010,13+,Movie
Deep Six,English,4,1 h 13 min,2018,18+,Movie
Harry Potter and the Order of the Phoenix,Hindi,7.5,2 h 18 min,2007,13+,Movie
Battle for Incheon: Operation Chromite,Hindi,6.2,1 h 46 min,2016,18+,Movie
The Swimmer,English,7.7,1 h 35 min,None,13+,Movie
Kangalal Kaithu Sei,Tamil,5.5,2 h 25 min,2004,13+,Movie
Nanhe Jaisalmer,Hindi,None,1 h 52 min,2007,NR,Movie
Bidhir Bidhan,Bengali,None,2 h 28 min,1991,NR,Movie
Jayam Manadera,Telugu,6.3,2 h 31 min,2000,NR,Movie
Runaway Jury,English,7.1,2 h 7 min,2003,13+,Movie
Mari Wife Mari Kom,Gujarati,None,2 h 23 min,2017,13+,Movie
O Chinadana,Telugu,6.7,2 h 26 min,2002,NR,Movie
Agnivarsha,Hindi,None,2 h 9 min,2002,16+,Movie
Kannal Pesavaa,Tamil,None,2 h 16 min,2000,NR,Movie
The Odds,English,4.9,1 h 31 min,2011,18+,Movie
Kavikkuyil,Tamil,5.8,1 h 39 min,1977,NR,Movie
Don't Say a Word,English,6.3,1 h 53 min,2001,18+,Movie
Malasree Mamashree,Kannada,None,2 h 22 min,1992,NR,Movie
Nakshtra Poratam,Telugu,None,2 h 23 min,1993,NR,Movie
Boys and Girls,Telugu,5.4,1 h 45 min,2007,NR,Movie
Enduko Emo,Telugu,5.4,2 h 14 min,2018,13+,Movie
Walls,English,None,10min,2019,13+,Movie
Back to the Future,Hindi,8.5,1 h 56 min,1985,13+,Movie
The Smurfs,Hindi,5.4,1 h 42 min,2011,7+,Movie
Meghe Dhaka Tara,Bengali,None,1 h 58 min,2017,13+,Movie
Om Ganapathi,Telugu,None,2 h 11 min,2004,NR,Movie
Motu Patlu King of Kings,Hindi,6.8,1 h 44 min,2019,All,Movie
Sagar Balaka,Bengali,7.4,1 h 50 min,1984,NR,Movie
Paap Ko Jalakar Raakh Kar Doonga,Hindi,None,2 h 33 min,1988,NR,Movie
Bermuda Tentacles ( Hindi ),Hindi,3.5,1 h 29 min,2014,All,Movie
Transformers Prime Predacons Rising,English,7.5,1 h 1 min,2019,7+,Movie
Udayon,Malayalam,4.3,2 h 36 min,2005,All,Movie
Pakeezah,Hindi,7.4,2 h 27 min,1972,All,Movie
NOTA,Telugu,6.4,2 h 24 min,2018,16+,Movie
Gulab Jamun,Bengali,None,3min,2020,13+,Movie
The Expendables 2,Tamil,6.6,1 h 38 min,2012,18+,Movie
Batla House,Hindi,7.2,2 h 19 min,2019,13+,Movie
Godzilla (2014),English,6.4,2 h 3 min,2014,13+,Movie
Aatagallu,Telugu,5.3,2 h 15 min,2018,13+,Movie
You Don't Mess with the Zohan,English,5.5,1 h 52 min,2008,18+,Movie
Life Mein Hungama Hai,Hindi,None,1 h 52 min,2013,All,Movie
Aamad,Hindi,5.9,12min,2017,All,Movie
A Beautiful Day in the Neighborhood,Tamil,7.3,1 h 48 min,2019,All,Movie
Aami Je Tomaar,Bengali,None,2 h 17 min,2014,13+,Movie
Chhoti Si Baat,Hindi,8.3,1 h 55 min,1976,All,Movie
They Came Together (2014),English,None,1 h 23 min,2014,18+,Movie
Crash,English,7.7,1 h 48 min,2005,18+,Movie
Shreelancer,Hindi,7.2,1 h 33 min,2017,13+,Movie
Rajakota Rahashyam,Telugu,7,2 h 10 min,1971,NR,Movie
Agent Sai (HIndi),Hindi,None,2 h 13 min,2020,13+,Movie
Hameshaa,Hindi,5.3,2 h 18 min,1997,13+,Movie
Balika Badhu,Hindi,7,1 h 56 min,1976,All,Movie
Jeepers Creepers 2,Telugu,5.6,1 h 44 min,2003,18+,Movie
